path,source,split,label,plant,disease,augmented,assigned_split
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Grape___healthy\6a86b4ea-65a1-4b1a-ac30-0502ece0d204___Mt.N.V_HL 6191_270deg.JPG,mixed,valid,Grape - Healthy,Grape,Healthy,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\f747c1ee-b157-4e64-a5e4-8f3ea2c7c6b5___FAM_L.Blight 4691_flipLR.JPG,mixed,valid,Grape - Leaf blight (Isariopsis Leaf Spot),Grape,Leaf blight (Isariopsis Leaf Spot),True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\381604e3-d429-48e2-86ef-6c325f4d5448___FAM_L.Blight 4522.JPG,mixed,valid,Grape - Leaf blight (Isariopsis Leaf Spot),Grape,Leaf blight (Isariopsis Leaf Spot),True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\697a3bd4-f0be-441c-8c9d-9f9482c5ee88___FAM_L.Blight 1728_flipLR.JPG,mixed,valid,Grape - Leaf blight (Isariopsis Leaf Spot),Grape,Leaf blight (Isariopsis Leaf Spot),True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Orange___Haunglongbing_(Citrus_greening)\c6cad470-8a78-4755-82f9-a40dc18458e5___CREC_HLB 7721.JPG,mixed,valid,Orange - Haunglongbing (Citrus greening),Orange,Haunglongbing (Citrus greening),True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Orange___Haunglongbing_(Citrus_greening)\754486a2-11a6-433d-a81b-3b31a92d7ff9___CREC_HLB 4452.JPG,mixed,valid,Orange - Haunglongbing (Citrus greening),Orange,Haunglongbing (Citrus greening),True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Orange___Haunglongbing_(Citrus_greening)\cecbb899-ae51-4f6d-b167-ace1b30f8bdb___UF.Citrus_HLB_Lab 0804.JPG,mixed,valid,Orange - Haunglongbing (Citrus greening),Orange,Haunglongbing (Citrus greening),True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Peach___Bacterial_spot\522299c1-3452-4832-be65-303bda0436dc___Rut._Bact.S 0819.JPG,mixed,valid,Peach - Bacterial spot,Peach,Bacterial spot,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Peach___Bacterial_spot\17e96892-49bd-4bb3-9ea6-553bf4d79363___Rut._Bact.S 1534.JPG,mixed,valid,Peach - Bacterial spot,Peach,Bacterial spot,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Peach___Bacterial_spot\7660d6f9-be96-468d-8c3a-5f7010f13096___Rut._Bact.S 3504.JPG,mixed,valid,Peach - Bacterial spot,Peach,Bacterial spot,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Peach___healthy\fcd5573f-73c7-4cbc-9856-24c858a49ed9___Rutg._HL 3711_180deg.JPG,mixed,valid,Peach - Healthy,Peach,Healthy,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Peach___healthy\29b8ad30-af3d-4cdb-80ff-31298fe98c11___Rutg._HL 2468_new30degFlipLR.JPG,mixed,valid,Peach - Healthy,Peach,Healthy,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Peach___healthy\65fa58a5-1f75-41d9-8d5f-a4a680c55e5a___Rutg._HL 2470_newPixel25.JPG,mixed,valid,Peach - Healthy,Peach,Healthy,True,valid
"Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Pepper,_bell___Bacterial_spot\f92689ca-b5db-4a0a-b865-a69ba215922f___JR_B.Spot 9040_180deg.JPG",mixed,valid,"Pepper, bell - Bacterial spot","Pepper, bell",Bacterial spot,True,valid
"Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Pepper,_bell___Bacterial_spot\162a3375-31e6-48f4-9b78-ab35054fb86c___JR_B.Spot 3397.JPG",mixed,valid,"Pepper, bell - Bacterial spot","Pepper, bell",Bacterial spot,True,valid
"Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Pepper,_bell___Bacterial_spot\56d81c17-6145-4887-af27-ea9c6dd64b33___NREC_B.Spot 9068.JPG",mixed,valid,"Pepper, bell - Bacterial spot","Pepper, bell",Bacterial spot,True,valid
"Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Pepper,_bell___healthy\f7b9603d-96a2-4689-b86b-a1e1a53322f1___JR_HL 8385.JPG",mixed,valid,"Pepper, bell - Healthy","Pepper, bell",Healthy,True,valid
"Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Pepper,_bell___healthy\1aaaa11e-ec45-4d6d-ab7f-1d3ea053d14d___JR_HL 5937_new30degFlipLR.JPG",mixed,valid,"Pepper, bell - Healthy","Pepper, bell",Healthy,True,valid
"Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Pepper,_bell___healthy\53c75151-452a-45ac-910c-1b389a78a9a3___JR_HL 7669.JPG",mixed,valid,"Pepper, bell - Healthy","Pepper, bell",Healthy,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Potato___Early_blight\dd875158-7897-4f5d-ada1-46e7e382ea96___RS_Early.B 7912_flipTB.JPG,mixed,valid,Potato - Early blight,Potato,Early blight,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Potato___Early_blight\fa8656fd-03b1-467c-a877-99ce5632d580___RS_Early.B 7630_180deg.JPG,mixed,valid,Potato - Early blight,Potato,Early blight,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Potato___Early_blight\7456db33-766c-4a68-b924-ddf69d579981___RS_Early.B 6723_flipTB.JPG,mixed,valid,Potato - Early blight,Potato,Early blight,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Potato___healthy\c9ad5c9a-c9b0-4e07-9e03-9e9edfd58a19___RS_HL 1755_new90degFlipLR.JPG,mixed,valid,Potato - Healthy,Potato,Healthy,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Potato___healthy\14484ea5-9c34-427c-abe4-2743265aced0___RS_HL 4204_flipTB.JPG,mixed,valid,Potato - Healthy,Potato,Healthy,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Potato___healthy\bb328d40-e4e6-4b84-a92a-e7cb3922c19d___RS_HL 1829_270deg.JPG,mixed,valid,Potato - Healthy,Potato,Healthy,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Potato___Late_blight\e40a1e10-fca8-4831-b124-48bc07f92eb1___RS_LB 2897.JPG,mixed,valid,Potato - Late blight,Potato,Late blight,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Potato___Late_blight\fc748621-bd56-4012-a617-9e30df58ecfc___RS_LB 4402_180deg.JPG,mixed,valid,Potato - Late blight,Potato,Late blight,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Potato___Late_blight\782bc9dd-286b-46ee-b896-fa5520f57b0c___RS_LB 4408_flipTB.JPG,mixed,valid,Potato - Late blight,Potato,Late blight,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Raspberry___healthy\a1b6a479-3698-4370-a7b1-a43ca44eb027___Mary_HL 6223_270deg.JPG,mixed,valid,Raspberry - Healthy,Raspberry,Healthy,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Raspberry___healthy\ce22675d-02b8-4fbb-a5bb-3f720091d257___Mary_HL 6217_180deg.JPG,mixed,valid,Raspberry - Healthy,Raspberry,Healthy,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Raspberry___healthy\42428dcc-fefc-46dd-b209-150fbeaf4862___Mary_HL 6397_270deg.JPG,mixed,valid,Raspberry - Healthy,Raspberry,Healthy,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Soybean___healthy\b0a8104b-33c4-4805-983b-dd5b3f22e70f___RS_HL 7121.JPG,mixed,valid,Soybean - Healthy,Soybean,Healthy,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Soybean___healthy\c906f995-fcc4-41c4-92d3-50ac1c13861b___RS_HL 7033.JPG,mixed,valid,Soybean - Healthy,Soybean,Healthy,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Soybean___healthy\fc87d792-f83d-439e-a27a-afcf478c037b___RS_HL 2891.JPG,mixed,valid,Soybean - Healthy,Soybean,Healthy,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Squash___Powdery_mildew\8c02d514-ea3b-43d5-9158-a9a51325c3cb___UMD_Powd.M 0005.JPG,mixed,valid,Squash - Powdery mildew,Squash,Powdery mildew,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Squash___Powdery_mildew\25aa59f8-7755-4414-9d98-4a5140bf3580___UMD_Powd.M 0196.JPG,mixed,valid,Squash - Powdery mildew,Squash,Powdery mildew,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Squash___Powdery_mildew\36b568da-048f-43b1-82d4-be409305a0b2___MD_Powd.M 0674.JPG,mixed,valid,Squash - Powdery mildew,Squash,Powdery mildew,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Strawberry___healthy\d50fa8fa-015b-41f6-a2aa-18efcf041f6e___RS_HL 2188_180deg.JPG,mixed,valid,Strawberry - Healthy,Strawberry,Healthy,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Strawberry___healthy\13c61e01-c2ee-4ab2-9621-22c6d7d4cdf1___RS_HL 4837_90deg.JPG,mixed,valid,Strawberry - Healthy,Strawberry,Healthy,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Strawberry___healthy\c00b240e-63b9-4b16-b7ba-958f0be960e4___RS_HL 1684_new30degFlipLR.JPG,mixed,valid,Strawberry - Healthy,Strawberry,Healthy,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Strawberry___Leaf_scorch\c29a0891-d843-4861-8e09-47e4405d1176___RS_L.Scorch 1417.JPG,mixed,valid,Strawberry - Leaf scorch,Strawberry,Leaf scorch,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Strawberry___Leaf_scorch\5448ed57-944c-47d5-b35a-d1f85dc5bb25___RS_L.Scorch 1475_flipLR.JPG,mixed,valid,Strawberry - Leaf scorch,Strawberry,Leaf scorch,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Strawberry___Leaf_scorch\2f54dce1-5aa1-43fb-8eb4-8aeb18419440___RS_L.Scorch 0029.JPG,mixed,valid,Strawberry - Leaf scorch,Strawberry,Leaf scorch,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Bacterial_spot\f9ca8392-73cf-4045-96f4-5fe481418df1___GCREC_Bact.Sp 3165.JPG,mixed,valid,Tomato - Bacterial spot,Tomato,Bacterial spot,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Bacterial_spot\31549f17-8b3c-4a16-9775-d3c50db39fb8___GCREC_Bact.Sp 5968.JPG,mixed,valid,Tomato - Bacterial spot,Tomato,Bacterial spot,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Bacterial_spot\74c440d9-d186-41f2-a9c3-9db567a69be9___UF.GRC_BS_Lab Leaf 0325.JPG,mixed,valid,Tomato - Bacterial spot,Tomato,Bacterial spot,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\313ff9e3-e43c-45b6-9879-b76a1e040eef___RS_Erly.B 8454_flipTB.JPG,mixed,valid,Tomato - Early blight,Tomato,Early blight,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\e2edea17-f5cf-4496-8cce-7e421375c452___RS_Erly.B 7666_flipTB.JPG,mixed,valid,Tomato - Early blight,Tomato,Early blight,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\db4241a0-d3ee-44c8-aebb-ba1783e47609___RS_Erly.B 7547.JPG,mixed,valid,Tomato - Early blight,Tomato,Early blight,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___healthy\1a0c4408-634e-4bd5-948d-e73ca5572976___RS_HL 0146_flipTB.JPG,mixed,valid,Tomato - Healthy,Tomato,Healthy,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___healthy\cb262ab1-f96f-4ade-80e9-d7fa2d5f9c9d___RS_HL 0361.JPG,mixed,valid,Tomato - Healthy,Tomato,Healthy,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___healthy\bb8861fc-350e-49da-86aa-1b475a2d5442___GH_HL Leaf 325.JPG,mixed,valid,Tomato - Healthy,Tomato,Healthy,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Late_blight\6cd183e0-9e97-4e80-a956-7c81bd06ab8b___RS_Late.B 6621.JPG,mixed,valid,Tomato - Late blight,Tomato,Late blight,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Late_blight\08c1db4d-e947-4499-beff-ed2d8025d725___RS_Late.B 6113_flipLR.JPG,mixed,valid,Tomato - Late blight,Tomato,Late blight,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Late_blight\0bb05a47-55a2-4c23-9dd2-3a5abf17c9f4___GHLB Leaf 5 Day 1_flipLR.JPG,mixed,valid,Tomato - Late blight,Tomato,Late blight,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Leaf_Mold\32245a13-92fe-48bf-85c8-938819a057ee___Crnl_L.Mold 8643_180deg.JPG,mixed,valid,Tomato - Leaf Mold,Tomato,Leaf Mold,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Leaf_Mold\4172a7c2-35dc-426f-9b59-c7b1908edc5a___Crnl_L.Mold 6710_180deg.JPG,mixed,valid,Tomato - Leaf Mold,Tomato,Leaf Mold,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Leaf_Mold\19547a57-651f-4f9c-b1df-a4ce5b5fdffd___Crnl_L.Mold 8731_180deg.JPG,mixed,valid,Tomato - Leaf Mold,Tomato,Leaf Mold,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Septoria_leaf_spot\ee279b2b-6a3c-4517-b056-8b586785cb05___JR_Sept.L.S 2668.JPG,mixed,valid,Tomato - Septoria leaf spot,Tomato,Septoria leaf spot,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Septoria_leaf_spot\2713743d-6169-4d75-95ae-577b22a663ff___Matt.S_CG 6854.JPG,mixed,valid,Tomato - Septoria leaf spot,Tomato,Septoria leaf spot,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Septoria_leaf_spot\97f800c6-092e-4983-abea-c02c1c64970e___Matt.S_CG 0710.JPG,mixed,valid,Tomato - Septoria leaf spot,Tomato,Septoria leaf spot,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Spider_mites Two-spotted_spider_mite\913333d7-2858-4bb0-b3c1-65b33667e0db___Com.G_SpM_FL 1432.JPG,mixed,valid,Tomato - Spider mites Two spotted spider mite,Tomato,Spider mites Two spotted spider mite,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Spider_mites Two-spotted_spider_mite\221cfaea-f871-4675-91fd-fab2cf534d69___Com.G_SpM_FL 9655.JPG,mixed,valid,Tomato - Spider mites Two spotted spider mite,Tomato,Spider mites Two spotted spider mite,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Spider_mites Two-spotted_spider_mite\3471da6b-4a47-4dfb-bf6e-8e9bf462ff5b___Com.G_SpM_FL 1638.JPG,mixed,valid,Tomato - Spider mites Two spotted spider mite,Tomato,Spider mites Two spotted spider mite,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Target_Spot\7bfa2366-1fd0-475b-aadf-d72055b6ec29___Com.G_TgS_FL 0850.JPG,mixed,valid,Tomato - Target Spot,Tomato,Target Spot,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Target_Spot\0da91f19-f1bb-4129-b122-459648794512___Com.G_TgS_FL 8276_180deg.JPG,mixed,valid,Tomato - Target Spot,Tomato,Target Spot,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Target_Spot\988132c4-574d-471e-9c51-d9b14ab2e45e___Com.G_TgS_FL 9909.JPG,mixed,valid,Tomato - Target Spot,Tomato,Target Spot,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Tomato_mosaic_virus\97465c93-52c3-4df9-a820-de9ae6f4d03e___PSU_CG 2232_180deg.JPG,mixed,valid,Tomato - Tomato mosaic virus,Tomato,Tomato mosaic virus,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Tomato_mosaic_virus\9a3a36e0-b0eb-4844-84f5-db08e2d9adef___PSU_CG 2300_90deg.JPG,mixed,valid,Tomato - Tomato mosaic virus,Tomato,Tomato mosaic virus,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Tomato_mosaic_virus\3b0a3f5d-ff2c-4c7b-a8b9-71d8daa6dd4f___PSU_CG 2097_newPixel25.JPG,mixed,valid,Tomato - Tomato mosaic virus,Tomato,Tomato mosaic virus,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f4ec6bf9-7580-4056-9e36-91c9a68e0a86___UF.GRC_YLCV_Lab 02217.JPG,mixed,valid,Tomato - Tomato Yellow Leaf Curl Virus,Tomato,Tomato Yellow Leaf Curl Virus,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Tomato_Yellow_Leaf_Curl_Virus\797266f3-1a6d-4201-a4d8-01cff698bfdb___UF.GRC_YLCV_Lab 01619.JPG,mixed,valid,Tomato - Tomato Yellow Leaf Curl Virus,Tomato,Tomato Yellow Leaf Curl Virus,True,valid
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f08a3548-4678-42c6-a6a3-8750ad8486a9___UF.GRC_YLCV_Lab 03144.JPG,mixed,valid,Tomato - Tomato Yellow Leaf Curl Virus,Tomato,Tomato Yellow Leaf Curl Virus,True,valid
Data\coconut\CCI_Caterpillars\CCI_Caterpillars\CCI_8_96_jpg.rf.a9586ae6ee348bed69eca29bfaf2bc61.jpg,coconut,,Coconut - CCI Caterpillars,Coconut,CCI Caterpillars,False,valid
Data\coconut\CCI_Caterpillars\CCI_Caterpillars\CCI_2_168_jpg.rf.b0f260601327b4664acb26c959727a7a.jpg,coconut,,Coconut - CCI Caterpillars,Coconut,CCI Caterpillars,False,valid
Data\coconut\CCI_Caterpillars\CCI_Caterpillars\CCI_9_424_jpg.rf.8b19387ecc21ae279b4c579107a8eceb.jpg,coconut,,Coconut - CCI Caterpillars,Coconut,CCI Caterpillars,False,valid
Data\coconut\CCI_Leaflets\CCI_Leaflets\CCI_11__1_360.jpg,coconut,,Coconut - CCI Leaflets,Coconut,CCI Leaflets,False,valid
Data\coconut\CCI_Leaflets\CCI_Leaflets\IMG_2573.JPG,coconut,,Coconut - CCI Leaflets,Coconut,CCI Leaflets,False,valid
Data\coconut\CCI_Leaflets\CCI_Leaflets\CCI_01__1_580.jpg,coconut,,Coconut - CCI Leaflets,Coconut,CCI Leaflets,False,valid
Data\coconut\Healthy_Leaves\Healthy_Leaves\Healthy_leaf_1.jpg,coconut,,Coconut - Healthy Leaves,Coconut,Healthy Leaves,False,valid
Data\coconut\Healthy_Leaves\Healthy_Leaves\Healthy_leaf_100.jpg,coconut,,Coconut - Healthy Leaves,Coconut,Healthy Leaves,False,valid
Data\coconut\Healthy_Leaves\Healthy_Leaves\Healthy_leaf_41.jpg,coconut,,Coconut - Healthy Leaves,Coconut,Healthy Leaves,False,valid
Data\coconut\WCLWD_DryingofLeaflets\WCLWD_DryingofLeaflets\f_aug_0_6485.jpeg,coconut,,Coconut - WCLWD DryingofLeaflets,Coconut,WCLWD DryingofLeaflets,False,valid
Data\coconut\WCLWD_DryingofLeaflets\WCLWD_DryingofLeaflets\f_aug_0_6641.jpeg,coconut,,Coconut - WCLWD DryingofLeaflets,Coconut,WCLWD DryingofLeaflets,False,valid
Data\coconut\WCLWD_DryingofLeaflets\WCLWD_DryingofLeaflets\f_aug_0_8718.jpeg,coconut,,Coconut - WCLWD DryingofLeaflets,Coconut,WCLWD DryingofLeaflets,False,valid
Data\coconut\WCLWD_Flaccidity\WCLWD_Flaccidity\f_aug_0_6970.jpeg,coconut,,Coconut - WCLWD Flaccidity,Coconut,WCLWD Flaccidity,False,valid
Data\coconut\WCLWD_Flaccidity\WCLWD_Flaccidity\f_aug_0_7113.jpeg,coconut,,Coconut - WCLWD Flaccidity,Coconut,WCLWD Flaccidity,False,valid
